Asic,Accounting/Finance,Age-Derived,All-Positions,Arizona State University,Avg. Tenure (before SanDisk),Job Hop,California State University,Computers,Degree Level,Degree Progam Rollup,Design,Director-VP-Mgmt,Engineer Type 1,Engineer Type,Engineer,Firmware,Gender,India,Indian Institute of Technology,Israel,Marketing/Sales,Number of Records,Other 1,Other 2,Other,Position level,Predict2,San Jose State University,SanDisk Position Change (from prior role),SanDisk Position,SanDisk Tenure,Santa Clara University,Software,Stanford University,Systems,Technion - Israel Institute of Technology,Total Experience,Total Other Job Experience,Total Other Jobs,Total SanDisk Jobs,Total SanDisk and Other Jobs,USA,USC,University Region,University of California,University of Illinois,University,Year,Id,Rf
1,0,28,Engineer-ASIC,0,0.00,0-1,0,0,Masters,Engineering,0,0,USA,ASIC,1,0,Women,0,0,0,0,1,0,0,0,IC,Low,1,Promo,Engineer,5.92,0,0,0,0,0,6,0.00,0,2,2,1,0,Americas,0,0,San Jose State University,2013,182659,0.14
1,0,28,Engineer-ASIC,0,0.00,0-1,0,0,Masters,Engineering,0,0,USA,ASIC,1,0,Women,0,0,0,0,1,0,0,0,IC,Low,1,Promo,Engineer,5.92,0,0,0,0,0,6,0.00,0,2,2,1,0,Americas,0,0,San Jose State University,2014,182659,0.14
0,0,24,Other,0,0.78,0-1,0,0,Masters,Business,0,0,USA,Other,0,0,Women,0,0,0,0,1,1,0,1,IC,Low,1,Lateral,Other,1.59,0,0,0,0,0,5,3.91,5,3,8,1,0,Americas,0,0,San Jose State University,2012,182669,0.08
0,0,24,Other,0,0.78,0-1,0,0,Masters,Business,0,0,USA,Other,0,0,Women,0,0,0,0,1,1,0,1,IC,Low,1,Lateral,Other,1.59,0,0,0,0,0,5,3.91,5,3,8,1,0,Americas,0,0,San Jose State University,2013,182669,0.08
0,1,53,Accounting/Finance,0,1.08,01-Feb,0,0,Missing,Computers,0,0,India,Other,0,0,Women,1,0,0,0,1,1,0,0,IC,Medium,0,Lateral,Finance,9.26,0,0,0,0,0,10,1.08,1,2,3,0,0,India,0,0,Other,2013,182672,0.19
0,0,36,Computers,0,0.80,0-1,0,1,Masters,Computers,0,0,India,Other,0,0,Women,1,0,0,0,1,1,0,0,IC,High,0,No Change,IT,0.33,0,0,0,0,0,6,5.58,7,1,8,0,0,India,0,0,Other,2012,182682,0.73
0,0,39,Other,0,1.68,01-Feb,0,0,Bachelors,Other,0,0,USA,Other,0,0,Women,0,0,0,0,1,1,0,1,Management,High,0,No Change,Other,0.50,0,0,0,0,0,11,10.10,6,1,7,1,0,Americas,0,0,Other,2012,182690,0.72
0,0,39,Other,0,1.68,01-Feb,0,0,Bachelors,Other,0,0,USA,Other,0,0,Women,0,0,0,0,1,1,0,1,Management,High,0,No Change,Other,0.50,0,0,0,0,0,11,10.10,6,1,7,1,0,Americas,0,0,Other,2014,182690,0.72
0,0,24,Engineer-Other,0,5.33,04-May,0,0,Bachelors,Engineering,0,0,USA,Other,1,0,Men,0,0,0,0,1,1,0,0,IC,Low,1,Promo,Engineer,3.55,0,0,0,0,0,9,5.33,1,2,3,1,0,Americas,0,0,San Jose State University,2012,182697,0.13
0,0,24,Engineer-Other,0,5.33,04-May,0,0,Bachelors,Engineering,0,0,USA,Other,1,0,Men,0,0,0,0,1,1,0,0,IC,Low,1,Promo,Engineer,3.55,0,0,0,0,0,9,5.33,1,2,3,1,0,Americas,0,0,San Jose State University,2013,182697,0.13
0,0,24,Engineer-Other,0,5.33,04-May,0,0,Bachelors,Engineering,0,0,USA,Other,1,0,Men,0,0,0,0,1,1,0,0,IC,Low,1,Promo,Engineer,3.55,0,0,0,0,0,9,5.33,1,2,3,1,0,Americas,0,0,San Jose State University,2014,182697,0.13
1,0,39,Engineer-ASIC,0,2.42,02-Mar,0,0,Bachelors,Engineering,0,0,India,ASIC,1,0,Men,1,0,0,0,1,0,0,0,IC,Medium,0,No Change,Engineer,3.25,0,0,0,0,0,11,7.26,3,1,4,0,0,India,0,0,Other,2012,182761,0.42
1,0,39,Engineer-ASIC,0,2.42,02-Mar,0,0,Bachelors,Engineering,0,0,India,ASIC,1,0,Men,1,0,0,0,1,0,0,0,IC,Medium,0,No Change,Engineer,3.25,0,0,0,0,0,11,7.26,3,1,4,0,0,India,0,0,Other,2013,182761,0.42
0,0,29,Other,0,1.59,01-Feb,0,0,Missing,Other,0,0,Other,Other,0,0,Women,0,0,0,0,1,1,1,1,IC,Medium,0,Promo,Other,8.84,0,0,0,0,0,10,1.59,1,2,3,0,0,Unknown,0,0,Other,2013,182790,0.17
0,0,35,Other,0,3.46,03-Apr,0,0,Bachelors,Other,0,0,USA,Other,0,0,Men,0,0,0,0,1,1,0,1,IC,High,0,No Change,Other,0.25,0,0,0,0,0,14,13.85,4,1,5,1,0,Americas,1,0,University of California,2012,182818,0.62
0,0,35,Other,0,3.46,03-Apr,0,0,Bachelors,Other,0,0,USA,Other,0,0,Men,0,0,0,0,1,1,0,1,IC,High,0,No Change,Other,0.25,0,0,0,0,0,14,13.85,4,1,5,1,0,Americas,1,0,University of California,2014,182818,0.62
0,0,43,Engineer-Other,0,2.11,02-Mar,0,0,Bachelors,Engineering,0,0,USA,Other,1,0,Men,0,0,0,0,1,1,0,0,Management,Medium,1,No Change,Engineer,1.08,0,0,0,0,0,16,14.76,7,1,8,1,0,Americas,0,0,San Jose State University,2012,182829,0.43
0,0,43,Engineer-Other,0,2.11,02-Mar,0,0,Bachelors,Engineering,0,0,USA,Other,1,0,Men,0,0,0,0,1,1,0,0,Management,Medium,1,No Change,Engineer,1.08,0,0,0,0,0,16,14.76,7,1,8,1,0,Americas,0,0,San Jose State University,2014,182829,0.43
0,1,27,Accounting/Finance,0,1.00,01-Feb,0,0,Masters,Other,0,0,USA,Other,0,0,Men,0,0,0,0,1,1,0,0,IC,Low,0,Promo,Finance,5.79,0,0,0,0,0,7,1.00,1,5,6,1,0,Americas,1,0,University of California,2012,182963,0.07
0,1,27,Accounting/Finance,0,1.00,01-Feb,0,0,Masters,Other,0,0,USA,Other,0,0,Men,0,0,0,0,1,1,0,0,IC,Low,0,Promo,Finance,3.92,0,0,0,0,0,5,1.00,1,3,4,1,0,Americas,1,0,University of California,2013,182963,0.07
0,1,27,Accounting/Finance,0,1.00,01-Feb,0,0,Masters,Other,0,0,USA,Other,0,0,Men,0,0,0,0,1,1,0,0,IC,Low,0,Promo,Finance,5.79,0,0,0,0,0,7,1.00,1,5,6,1,0,Americas,1,0,University of California,2014,182963,0.07
0,1,26,Accounting/Finance,0,0.00,0-1,0,0,Masters,Other,0,0,USA,Other,0,0,Men,0,0,0,0,1,1,0,0,IC,Low,0,Promo,Finance,4.63,0,0,0,0,0,7,2.00,0,4,4,1,1,Americas,0,0,USC,2012,182964,0.07
0,1,26,Accounting/Finance,0,2.00,02-Mar,0,0,Masters,Other,0,0,USA,Other,0,0,Men,0,0,0,0,1,1,0,0,IC,Low,0,Promo,Finance,3.17,0,0,0,0,0,5,2.00,1,3,4,1,1,Americas,0,0,USC,2013,182964,0.07
0,1,26,Accounting/Finance,0,0.00,0-1,0,0,Masters,Other,0,0,USA,Other,0,0,Men,0,0,0,0,1,1,0,0,IC,Low,0,Promo,Finance,4.63,0,0,0,0,0,7,2.00,0,4,4,1,1,Americas,0,0,USC,2014,182964,0.07
0,0,24,Marketing/Sales,0,0.67,0-1,0,0,Masters,Engineering,0,0,USA,Other,0,0,Men,0,0,0,1,1,1,0,0,IC,High,0,No Change,Marketing/Sales,2.08,0,0,0,0,0,3,0.67,1,1,2,1,0,Americas,1,0,University of California,2012,182965,0.58
0,0,24,Marketing/Sales,0,0.67,0-1,0,0,Masters,Engineering,0,0,USA,Other,0,0,Men,0,0,0,1,1,1,0,0,IC,High,0,No Change,Marketing/Sales,2.08,0,0,0,0,0,3,0.67,1,1,2,1,0,Americas,1,0,University of California,2013,182965,0.58
0,0,24,Marketing/Sales,0,0.00,0-1,0,0,Masters,Engineering,0,0,USA,Other,0,0,Men,0,0,0,1,1,1,0,0,IC,High,0,No Change,Marketing/Sales,2.54,0,0,0,0,0,3,0.67,0,2,2,1,0,Americas,1,0,University of California,2014,182965,0.58
0,1,24,Accounting/Finance,0,2.00,02-Mar,0,0,Masters,Business,0,0,USA,Other,0,0,Women,0,0,0,0,1,1,0,0,IC,High,0,No Change,Finance,0.59,0,0,0,0,0,7,6.01,3,1,4,1,1,Americas,0,0,USC,2012,182967,0.60
0,1,24,Accounting/Finance,0,6.01,06-Jul,0,0,Masters,Business,0,0,USA,Other,0,0,Women,0,0,0,0,1,1,0,0,IC,High,0,No Change,Finance,1.54,0,0,0,0,0,8,6.01,1,3,4,1,1,Americas,0,0,USC,2014,182967,0.60
0,0,37,Marketing/Sales,0,2.14,02-Mar,0,0,Masters,Other,0,0,USA,Other,0,0,Women,0,0,0,1,1,1,0,0,Management,Medium,0,Promo,Marketing/Sales,9.09,0,0,0,0,0,16,6.42,3,3,6,1,0,Americas,0,0,Other,2012,182971,0.19
0,0,37,Marketing/Sales,0,1.61,01-Feb,0,0,Masters,Other,0,0,USA,Other,0,0,Women,0,0,0,1,1,1,0,0,Management,Medium,0,Promo,Marketing/Sales,7.35,0,0,0,0,0,14,6.42,4,2,6,1,0,Americas,0,0,Other,2013,182971,0.19
0,0,37,Marketing/Sales,0,3.21,03-Apr,0,0,Masters,Other,0,0,USA,Other,0,0,Women,0,0,0,1,1,1,0,0,Management,Medium,0,Promo,Marketing/Sales,9.30,0,0,0,0,0,16,6.42,2,4,6,1,0,Americas,0,0,Other,2014,182971,0.19
0,1,34,Accounting/Finance,0,2.21,02-Mar,0,0,Bachelors,Other,0,0,India,Other,0,0,Women,1,0,0,0,1,1,0,0,IC,Medium,0,No Change,Finance,4.92,0,0,0,0,0,14,8.84,4,1,5,0,0,India,0,0,Other,2012,182973,0.47
0,1,34,Accounting/Finance,0,2.21,02-Mar,0,0,Bachelors,Other,0,0,India,Other,0,0,Women,1,0,0,0,1,1,0,0,IC,Medium,0,No Change,Finance,4.92,0,0,0,0,0,14,8.84,4,1,5,0,0,India,0,0,Other,2013,182973,0.47
0,1,34,Accounting/Finance,0,2.95,02-Mar,0,0,Bachelors,Other,0,0,India,Other,0,0,Women,1,0,0,0,1,1,0,0,IC,Medium,0,No Change,Finance,5.71,0,0,0,0,0,15,8.84,3,2,5,0,0,India,0,0,Other,2014,182973,0.47
0,1,25,Accounting/Finance,0,0.42,0-1,0,0,Bachelors,Other,0,0,USA,Other,0,0,Men,0,0,0,0,1,1,0,0,IC,Medium,0,Lateral,Finance,3.00,1,0,0,0,0,4,1.25,3,3,6,1,0,Americas,0,0,Santa Clara University,2012,182974,0.29
0,1,25,Accounting/Finance,0,0.31,0-1,0,0,Bachelors,Other,0,0,USA,Other,0,0,Men,0,0,0,0,1,1,0,0,IC,Medium,0,Lateral,Finance,1.67,1,0,0,0,0,3,1.25,4,2,6,1,0,Americas,0,0,Santa Clara University,2013,182974,0.29
0,1,25,Accounting/Finance,0,0.62,0-1,0,0,Bachelors,Other,0,0,USA,Other,0,0,Men,0,0,0,0,1,1,0,0,IC,Medium,0,Lateral,Finance,3.38,1,0,0,0,0,5,1.25,2,4,6,1,0,Americas,0,0,Santa Clara University,2014,182974,0.29
0,0,47,Computers,0,3.46,03-Apr,0,1,Bachelors,Other,0,0,India,Other,0,0,Men,1,0,0,0,1,1,0,0,IC,Medium,0,No Change,IT,9.97,0,0,0,0,0,17,6.92,2,2,4,0,0,India,0,0,Other,2012,182977,0.44
0,0,47,Computers,0,2.31,02-Mar,0,1,Bachelors,Other,0,0,India,Other,0,0,Men,1,0,0,0,1,1,0,0,IC,Medium,0,No Change,IT,8.09,0,0,0,0,0,15,6.92,3,1,4,0,0,India,0,0,Other,2013,182977,0.44
0,0,47,Computers,0,3.46,03-Apr,0,1,Bachelors,Other,0,0,India,Other,0,0,Men,1,0,0,0,1,1,0,0,IC,Medium,0,No Change,IT,9.97,0,0,0,0,0,17,6.92,2,2,4,0,0,India,0,0,Other,2014,182977,0.44
0,1,37,Accounting/Finance,0,0.92,0-1,0,0,Missing,Other,0,0,USA,Other,0,0,Women,0,0,0,0,1,1,0,0,Management,Low,0,Promo,Finance,15.38,0,0,0,0,0,16,0.92,1,3,4,1,0,Americas,1,0,University of California,2012,182979,0.04
0,1,37,Accounting/Finance,0,0.92,0-1,0,0,Missing,Other,0,0,USA,Other,0,0,Women,0,0,0,0,1,1,0,0,Management,Low,0,Promo,Finance,15.38,0,0,0,0,0,16,0.92,1,3,4,1,0,Americas,1,0,University of California,2013,182979,0.04
0,1,37,Accounting/Finance,0,0.92,0-1,0,0,Missing,Other,0,0,USA,Other,0,0,Women,0,0,0,0,1,1,0,0,Management,Low,0,Promo,Finance,15.38,0,0,0,0,0,16,0.92,1,3,4,1,0,Americas,1,0,University of California,2014,182979,0.04
0,1,26,Accounting/Finance,0,0.00,0-1,0,0,Bachelors,Other,0,0,USA,Other,0,0,Women,0,0,0,0,1,1,0,0,IC,High,0,No Change,Finance,1.37,0,0,0,0,0,1,0.00,0,1,1,1,0,Americas,0,0,Other,2012,182981,0.69
0,1,26,Accounting/Finance,0,0.00,0-1,0,0,Bachelors,Other,0,0,USA,Other,0,0,Women,0,0,0,0,1,1,0,0,IC,High,0,No Change,Finance,1.37,0,0,0,0,0,1,0.00,0,1,1,1,0,Americas,0,0,Other,2014,182981,0.69
0,1,28,Accounting/Finance,0,1.46,01-Feb,0,0,Bachelors,Other,0,0,USA,Other,0,0,Women,0,0,0,0,1,1,0,0,IC,Medium,0,No Change,Finance,1.79,1,0,0,0,0,5,2.92,2,2,4,1,0,Americas,0,0,Santa Clara University,2012,182987,0.28
0,1,28,Accounting/Finance,0,1.46,01-Feb,0,0,Bachelors,Other,0,0,USA,Other,0,0,Women,0,0,0,0,1,1,0,0,IC,Medium,0,No Change,Finance,1.79,1,0,0,0,0,5,2.92,2,2,4,1,0,Americas,0,0,Santa Clara University,2014,182987,0.28
0,1,27,Accounting/Finance,0,3.25,03-Apr,0,0,Bachelors,Other,0,0,USA,Other,0,0,Men,0,0,0,0,1,1,0,0,IC,Low,0,Lateral,Finance,5.71,0,0,0,0,0,9,3.25,1,3,4,1,0,Americas,0,0,Other,2012,182998,0.06
0,1,27,Accounting/Finance,0,3.25,03-Apr,0,0,Bachelors,Other,0,0,USA,Other,0,0,Men,0,0,0,0,1,1,0,0,IC,Low,0,Lateral,Finance,5.71,0,0,0,0,0,9,3.25,1,3,4,1,0,Americas,0,0,Other,2013,182998,0.06
0,1,27,Accounting/Finance,0,3.25,03-Apr,0,0,Bachelors,Other,0,0,USA,Other,0,0,Men,0,0,0,0,1,1,0,0,IC,Low,0,Lateral,Finance,5.71,0,0,0,0,0,9,3.25,1,3,4,1,0,Americas,0,0,Other,2014,182998,0.06
0,0,26,Other,0,1.96,01-Feb,0,0,Masters,Engineering,0,0,USA,Other,0,0,Men,0,0,0,0,1,1,0,1,IC,High,0,No Change,Other,2.92,0,0,0,0,0,7,3.92,2,2,4,1,0,Americas,0,0,Other,2012,183000,0.56
0,0,26,Other,0,1.31,01-Feb,0,0,Masters,Engineering,0,0,USA,Other,0,0,Men,0,0,0,0,1,1,0,1,IC,High,0,No Change,Other,1.92,0,0,0,0,0,6,3.92,3,1,4,1,0,Americas,0,0,Other,2013,183000,0.56
0,0,26,Other,0,3.92,03-Apr,0,0,Masters,Engineering,0,0,USA,Other,0,0,Men,0,0,0,0,1,1,0,1,IC,High,0,No Change,Other,3.79,0,0,0,0,0,8,3.92,1,3,4,1,0,Americas,0,0,Other,2014,183000,0.56
0,0,25,Other,0,0.25,0-1,0,0,Bachelors,Other,0,0,USA,Other,0,0,Men,0,0,0,0,1,1,0,1,IC,High,0,No Change,Other,0.92,0,0,0,0,0,1,0.50,2,1,3,1,0,Americas,1,0,University of California,2012,183003,0.71
0,1,25,Accounting/Finance,0,0.50,0-1,0,0,Bachelors,Other,0,0,USA,Other,0,0,Men,0,0,0,0,1,1,0,0,IC,High,0,No Change,Finance,1.37,0,0,0,0,0,2,0.50,1,2,3,1,0,Americas,1,0,University of California,2014,183003,0.71
0,1,26,Accounting/Finance,0,0.71,0-1,0,0,Bachelors,Other,0,0,USA,Other,0,0,Missing,0,0,0,0,1,1,0,0,IC,Low,0,Lateral,Finance,4.00,1,0,0,0,0,5,1.42,2,4,6,1,0,Americas,0,0,Santa Clara University,2012,183004,0.08
0,1,26,Accounting/Finance,0,0.47,0-1,0,0,Bachelors,Other,0,0,USA,Other,0,0,Missing,0,0,0,0,1,1,0,0,IC,Low,0,Lateral,Finance,3.00,1,0,0,0,0,4,1.42,3,3,6,1,0,Americas,0,0,Santa Clara University,2013,183004,0.08
0,1,26,Accounting/Finance,0,1.42,01-Feb,0,0,Bachelors,Other,0,0,USA,Other,0,0,Missing,0,0,0,0,1,1,0,0,IC,Low,0,Lateral,Finance,4.46,1,0,0,0,0,6,1.42,1,5,6,1,0,Americas,0,0,Santa Clara University,2014,183004,0.08
0,0,27,Other,0,0.50,0-1,0,0,Bachelors,Other,0,0,USA,Other,0,0,Men,0,0,0,0,1,1,0,1,IC,Medium,0,Promo,Other,3.42,0,0,0,0,0,4,0.50,1,2,3,1,0,Americas,0,0,Other,2012,183007,0.26
0,0,27,Other,0,0.50,0-1,0,0,Bachelors,Other,0,0,USA,Other,0,0,Men,0,0,0,0,1,1,0,1,IC,Medium,0,Promo,Other,3.42,0,0,0,0,0,4,0.50,1,2,3,1,0,Americas,0,0,Other,2013,183007,0.26
0,0,27,Other,0,0.50,0-1,0,0,Bachelors,Other,0,0,USA,Other,0,0,Men,0,0,0,0,1,1,0,1,IC,Medium,0,Promo,Other,3.42,0,0,0,0,0,4,0.50,1,2,3,1,0,Americas,0,0,Other,2014,183007,0.26
0,0,41,Marketing/Sales,0,0.00,0-1,0,0,Missing,Other,0,0,Other,Other,0,0,Men,0,0,0,1,1,1,1,0,IC,Low,0,Lateral,Marketing/Sales,11.64,0,0,0,0,0,12,0.00,0,4,4,0,0,Japan,0,0,Other,2012,183008,0.02
0,0,41,Marketing/Sales,0,0.00,0-1,0,0,Missing,Other,0,0,Other,Other,0,0,Men,0,0,0,1,1,1,1,0,IC,Low,0,Lateral,Marketing/Sales,11.64,0,0,0,0,0,12,0.00,0,4,4,0,0,Japan,0,0,Other,2013,183008,0.02
0,0,41,Marketing/Sales,0,0.00,0-1,0,0,Missing,Other,0,0,Other,Other,0,0,Men,0,0,0,1,1,1,1,0,IC,Low,0,Lateral,Marketing/Sales,11.64,0,0,0,0,0,12,0.00,0,4,4,0,0,Japan,0,0,Other,2014,183008,0.02
0,0,24,Other,0,0.13,0-1,0,0,Masters,Engineering,0,0,USA,Other,0,0,Women,0,0,0,0,1,1,0,1,IC,High,0,No Change,Other,1.67,0,0,0,0,0,2,0.25,2,1,3,1,0,Americas,1,0,University of California,2012,183010,0.64
0,0,24,Other,0,0.13,0-1,0,0,Masters,Engineering,0,0,USA,Other,0,0,Women,0,0,0,0,1,1,0,1,IC,High,0,No Change,Other,1.67,0,0,0,0,0,2,0.25,2,1,3,1,0,Americas,1,0,University of California,2013,183010,0.64
0,0,24,Other,0,0.25,0-1,0,0,Masters,Engineering,0,0,USA,Other,0,0,Women,0,0,0,0,1,1,0,1,IC,High,0,No Change,Other,2.62,0,0,0,0,0,3,0.25,1,2,3,1,0,Americas,1,0,University of California,2014,183010,0.64
0,1,24,Accounting/Finance,0,1.17,01-Feb,0,0,Bachelors,Other,0,0,USA,Other,0,0,Men,0,0,0,0,1,1,0,0,IC,Medium,0,No Change,Finance,1.34,0,0,0,0,0,6,4.68,4,2,6,1,0,Americas,0,0,Other,2012,183011,0.29
0,1,24,Accounting/Finance,0,1.17,01-Feb,0,0,Bachelors,Other,0,0,USA,Other,0,0,Men,0,0,0,0,1,1,0,0,IC,Medium,0,No Change,Finance,1.34,0,0,0,0,0,6,4.68,4,2,6,1,0,Americas,0,0,Other,2013,183011,0.28
0,1,30,Accounting/Finance,0,2.70,02-Mar,0,0,Masters,Other,0,0,Israel,Other,0,0,Women,0,0,1,0,1,1,0,0,IC,High,0,No Change,Finance,0.66,0,0,0,0,0,9,8.09,3,1,4,0,0,Israel,0,0,Other,2012,183018,0.60
0,1,30,Accounting/Finance,0,2.70,02-Mar,0,0,Masters,Other,0,0,Israel,Other,0,0,Women,0,0,1,0,1,1,0,0,IC,High,0,No Change,Finance,0.66,0,0,0,0,0,9,8.09,3,1,4,0,0,Israel,0,0,Other,2013,183018,0.60
0,0,32,Marketing/Sales,0,1.06,01-Feb,0,0,Masters,Other,0,0,USA,Other,0,0,Women,0,0,0,1,1,1,0,0,Management,Medium,0,Promo,Marketing/Sales,5.29,0,0,0,0,0,10,4.25,4,2,6,1,0,Americas,0,0,Other,2012,183020,0.23
0,0,32,Marketing/Sales,0,1.06,01-Feb,0,0,Masters,Other,0,0,USA,Other,0,0,Women,0,0,0,1,1,1,0,0,Management,Medium,0,Promo,Marketing/Sales,5.29,0,0,0,0,0,10,4.25,4,2,6,1,0,Americas,0,0,Other,2013,183020,0.22
0,0,32,Marketing/Sales,0,1.06,01-Feb,0,0,Masters,Other,0,0,USA,Other,0,0,Women,0,0,0,1,1,1,0,0,Management,Medium,0,Promo,Marketing/Sales,5.29,0,0,0,0,0,10,4.25,4,2,6,1,0,Americas,0,0,Other,2014,183020,0.23
0,0,24,Other,0,0.79,0-1,0,0,Bachelors,Other,0,0,USA,Other,0,0,Missing,0,0,0,0,1,1,0,1,IC,Medium,1,Promo,Other,3.46,0,0,0,0,0,7,3.17,4,2,6,1,0,Americas,0,0,San Jose State University,2012,183022,0.25
0,0,24,Other,0,0.79,0-1,0,0,Bachelors,Other,0,0,USA,Other,0,0,Missing,0,0,0,0,1,1,0,1,IC,Medium,1,Promo,Other,3.46,0,0,0,0,0,7,3.17,4,2,6,1,0,Americas,0,0,San Jose State University,2013,183022,0.25
0,0,24,Other,0,0.79,0-1,0,0,Bachelors,Other,0,0,USA,Other,0,0,Missing,0,0,0,0,1,1,0,1,IC,Medium,1,Promo,Other,3.46,0,0,0,0,0,7,3.17,4,2,6,1,0,Americas,0,0,San Jose State University,2014,183022,0.25
0,1,37,Accounting/Finance,0,0.00,0-1,0,0,Masters,Other,0,0,USA,Other,0,0,Men,0,0,0,0,1,1,0,0,Management,Medium,0,No Change,Finance,6.46,0,0,0,0,0,19,12.84,0,2,2,1,0,Americas,0,0,Other,2012,183023,0.33
0,1,37,Accounting/Finance,0,12.84,8+,0,0,Masters,Other,0,0,USA,Other,0,0,Men,0,0,0,0,1,1,0,0,Management,Medium,0,No Change,Finance,5.09,0,0,0,0,0,18,12.84,1,1,2,1,0,Americas,0,0,Other,2013,183023,0.33
0,1,37,Accounting/Finance,0,0.00,0-1,0,0,Masters,Other,0,0,USA,Other,0,0,Men,0,0,0,0,1,1,0,0,Management,Medium,0,No Change,Finance,6.46,0,0,0,0,0,19,12.84,0,2,2,1,0,Americas,0,0,Other,2014,183023,0.33
0,0,30,Marketing/Sales,0,1.40,01-Feb,0,0,Missing,Other,0,0,Other,Other,0,0,Women,0,0,0,1,1,1,1,0,Management,Medium,0,Promo,Marketing/Sales,4.13,0,0,0,0,0,11,7.00,5,1,6,0,0,Unknown,0,0,Other,2012,183065,0.49
0,0,30,Marketing/Sales,0,1.40,01-Feb,0,0,Missing,Other,0,0,Other,Other,0,0,Women,0,0,0,1,1,1,1,0,Management,Medium,0,Promo,Marketing/Sales,4.13,0,0,0,0,0,11,7.00,5,1,6,0,0,Unknown,0,0,Other,2013,183065,0.49
0,0,30,Marketing/Sales,0,1.40,01-Feb,0,0,Missing,Other,0,0,Other,Other,0,0,Women,0,0,0,1,1,1,1,0,Management,Medium,0,Promo,Marketing/Sales,4.13,0,0,0,0,0,11,7.00,5,1,6,0,0,Unknown,0,0,Other,2014,183065,0.49
0,0,27,Marketing/Sales,0,0.09,0-1,0,0,Masters,Business,0,0,Israel,Other,0,0,Men,0,0,1,1,1,1,0,0,Director,Medium,0,Promo,Marketing/Sales,6.46,0,0,0,0,0,7,0.09,1,1,2,0,0,Israel,0,0,Other,2012,183069,0.47
0,0,27,Marketing/Sales,0,0.09,0-1,0,0,Masters,Business,0,0,Israel,Other,0,0,Men,0,0,1,1,1,1,0,0,Director,Medium,0,Promo,Marketing/Sales,6.46,0,0,0,0,0,7,0.09,1,1,2,0,0,Israel,0,0,Other,2013,183069,0.47
0,0,27,Marketing/Sales,0,0.09,0-1,0,0,Masters,Business,0,0,Israel,Other,0,0,Men,0,0,1,1,1,1,0,0,Director,Medium,0,Promo,Marketing/Sales,6.46,0,0,0,0,0,7,0.09,1,1,2,0,0,Israel,0,0,Other,2014,183069,0.47
0,0,21,Other,0,0.17,0-1,0,0,Bachelors,Other,0,0,USA,Other,0,0,Women,0,0,0,0,1,1,0,1,IC,High,0,No Change,Other,3.09,0,0,0,0,0,3,0.17,1,1,2,1,0,Americas,0,0,Other,2012,183083,0.53
0,0,21,Other,0,0.17,0-1,0,0,Bachelors,Other,0,0,USA,Other,0,0,Women,0,0,0,0,1,1,0,1,IC,High,0,No Change,Other,3.09,0,0,0,0,0,3,0.17,1,1,2,1,0,Americas,0,0,Other,2013,183083,0.53
0,0,21,Other,0,0.17,0-1,0,0,Bachelors,Other,0,0,USA,Other,0,0,Women,0,0,0,0,1,1,0,1,IC,High,0,No Change,Other,3.09,0,0,0,0,0,3,0.17,1,1,2,1,0,Americas,0,0,Other,2014,183083,0.52
0,0,36,Computers,0,0.68,0-1,0,1,Masters,Computers,0,0,USA,Other,0,0,Men,0,0,0,0,1,1,0,0,Management,Medium,0,Promo,IT,5.87,0,0,0,0,0,10,4.09,6,2,8,1,0,Americas,0,0,Other,2012,183085,0.23
0,0,36,Computers,0,0.68,0-1,0,1,Masters,Computers,0,0,USA,Other,0,0,Men,0,0,0,0,1,1,0,0,Management,Medium,0,Promo,IT,5.87,0,0,0,0,0,10,4.09,6,2,8,1,0,Americas,0,0,Other,2014,183085,0.23
0,0,48,Marketing/Sales,0,2.46,02-Mar,0,0,Bachelors,Business,0,0,USA,Other,0,0,Men,0,0,0,1,1,1,0,0,IC,High,0,No Change,Marketing/Sales,1.16,0,0,0,0,0,21,19.69,8,1,9,1,0,Americas,0,0,Other,2012,183088,0.71
0,0,48,Marketing/Sales,0,2.81,02-Mar,0,0,Bachelors,Business,0,0,USA,Other,0,0,Men,0,0,0,1,1,1,0,0,IC,High,0,No Change,Marketing/Sales,1.87,0,0,0,0,0,22,19.69,7,2,9,1,0,Americas,0,0,Other,2014,183088,0.71
0,1,26,Accounting/Finance,0,1.25,01-Feb,0,0,Bachelors,Business,0,0,USA,Other,0,0,Women,0,0,0,0,1,1,0,0,IC,High,0,No Change,Finance,2.75,0,0,0,0,0,9,6.26,5,1,6,1,0,Americas,1,0,University of California,2012,183089,0.52
0,1,26,Accounting/Finance,0,1.25,01-Feb,0,0,Bachelors,Business,0,0,USA,Other,0,0,Women,0,0,0,0,1,1,0,0,IC,High,0,No Change,Finance,2.75,0,0,0,0,0,9,6.26,5,1,6,1,0,Americas,1,0,University of California,2014,183089,0.52
0,1,32,Accounting/Finance,0,0.63,0-1,0,0,Masters,Other,0,0,USA,Other,0,0,Women,0,0,0,0,1,1,0,0,IC,High,0,No Change,Finance,0.00,0,0,0,0,0,1,1.25,2,1,2,1,0,Americas,0,0,Other,2014,183110,0.82
0,0,42,Other,0,3.25,03-Apr,0,0,Masters,Other,0,0,USA,Other,0,0,Women,0,0,0,0,1,1,0,1,Director,High,0,No Change,Other,4.96,0,0,0,0,0,18,13.01,4,2,6,1,0,Americas,0,0,Other,2012,183114,0.52
